OPE ID,School,State,Zip Code,School Type,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements,Recipients,# of Loans Originated,$ of Loans Originated,# of Disbursements,$ of Disbursements
01202700,GALEN COLLEGE OF CALIFORNIA,CA,937282381,PROPRIETARY, 20 , 20 ," $66,255.00 ",20," $34,965.00 ", 18 , 18 ," $69,692.00 ",18," $36,715.00 ", 1 , 1 ," $9,798.00 ",1," $4,899.00 ", -   , -   , $-   ,0, $-   
01206100,EVEREST COLLEGE,CA,951283908,PROPRIETARY, 100 , 100 ," $3,44,759.00 ",100," $1,72,065.00 ", 99 , 182 ," $5,46,219.00 ",182," $2,72,346.00 ", 8 , 8 ," $74,271.00 ",8," $37,135.00 ", -   , -   , $-   ,0, $-   
01215400,CALIFORNIA INSTITUTE OF INTEGRAL STUDIES,CA,941032557,PRIVATE, 728 , 728 ," $58,14,612.00 ",728," $31,16,252.00 ", 713 , 719 ," $89,14,282.00 ",719," $46,05,967.00 ", -   , -   , $-   ,0, $-   , 107 , 112 ," $12,64,834.00 ",117," $6,49,251.00 "
01245200,EVERGREEN VALLEY COLLEGE,CA,951351598,PUBLIC, 48 , 48 ," $1,85,651.00 ",50," $95,967.00 ", 30 , 30 ," $1,44,717.00 ",31," $74,309.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01255000,LOS ANGELES MISSION COLLEGE,CA,913423200,PUBLIC, 15 , 15 ," $49,667.00 ",15," $24,833.00 ", 8 , 8 ," $40,373.00 ",8," $20,186.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
01287300,WYOTECH,CA,908103800,PROPRIETARY, 757 , 758 ," $25,94,697.00 ",778," $12,59,222.00 ", 718 ," 1,010 "," $35,33,858.00 ","1,035"," $17,25,165.00 ", 58 , 58 ," $3,86,038.00 ",60," $1,90,756.00 ", -   , -   , $-   ,0, $-   
01290700,LAKE TAHOE COMMUNITY COLLEGE,CA,961504524,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 1 , 1 ," $15,000.00 ",1," $5,000.00 ", -   , -   , $-   ,0, $-   
01291200,MTI COLLEGE,CA,958413037,PROPRIETARY, 66 , 66 ," $2,00,700.00 ",67," $1,08,259.00 ", 63 , 95 ," $2,73,978.00 ",96," $1,44,350.00 ", 2 , 2 ," $14,817.00 ",3," $11,517.00 ", -   , -   , $-   ,0, $-   
01310300,CALIFORNIA WESTERN SCHOOL OF LAW,CA,921013090,PRIVATE, 741 , 742 ," $53,58,737.00 ",742," $33,12,122.00 ", 722 , 728 ," $73,01,457.00 ",731," $45,52,291.00 ", -   , -   , $-   ,0, $-   , 622 , 697 ," $1,56,80,060.00 ",718," $94,61,188.00 "
01324000,LYTLE'S REDWOOD EMPIRE BEAUTY COLLEGE,CA,954037757,PROPRIETARY, 14 , 14 ," $41,454.00 ",15," $22,282.00 ", 10 , 10 ," $22,514.00 ",10," $12,060.00 ", 1 , 1 ," $6,702.00 ",1," $3,351.00 ", -   , -   , $-   ,0, $-   
02059300,JOSEPH'S SCHOOL OF HAIR DESIGN,CA,90650,PROPRIETARY, 1 , 1 ," $4,500.00 ",1," $1,500.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02063500,COASTLINE COMMUNITY COLLEGE,CA,927082597,PUBLIC, 47 , 47 ," $1,86,887.00 ",47," $92,554.00 ", 25 , 25 ," $1,35,304.00 ",25," $67,653.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02070500,CONCORDIA UNIVERSITY,CA,926123203,PRIVATE, 654 , 661 ," $30,09,507.00 ",664," $15,97,357.00 ", 740 , 802 ," $36,70,817.00 ",805," $19,34,713.00 ", 172 , 176 ," $28,13,138.00 ",183," $14,63,933.00 ", 3 , 3 ," $23,115.00 ",3," $11,558.00 "
02075800,SOUTHERN CALIFORNIA INSTITUTE OF ARCHITECTURE (THE),CA,900131829,PRIVATE, 231 , 231 ," $15,26,977.00 ",232," $7,78,652.00 ", 220 , 221 ," $18,88,146.00 ",221," $9,59,009.00 ", 22 , 23 ," $5,02,321.00 ",24," $2,57,157.00 ", 83 , 86 ," $16,71,945.00 ",86," $8,39,713.00 "
02091200,ELEGANCE INTERNATIONAL,CA,900286106,PROPRIETARY, 6 , 6 ," $17,502.00 ",6," $8,754.00 ", 3 , 3 ," $15,000.00 ",3," $7,500.00 ", 2 , 2 ," $29,490.00 ",2," $14,745.00 ", -   , -   , $-   ,0, $-   
02091700,KAPLAN COLLEGE,CA,921231509,PROPRIETARY, 183 , 185 ," $6,63,600.00 ",215," $3,49,214.00 ", 158 , 160 ," $7,56,493.00 ",176," $3,76,494.00 ", 7 , 7 ," $48,256.00 ",7," $21,994.00 ", -   , -   , $-   ,0, $-   
02096100,FIELDING GRADUATE UNIVERSITY,CA,931053538,PRIVATE, 251 , 252 ," $19,47,245.00 ",269," $7,23,343.00 ", 300 , 313 ," $44,57,898.00 ",331," $15,59,611.00 ", -   , -   , $-   ,0, $-   , 50 , 51 ," $9,58,942.00 ",51," $3,52,589.00 "
02099200,AMERICAN CONSERVATORY THEATER FOUNDATION,CA,941085800,PRIVATE, 28 , 28 ," $2,38,000.00 ",28," $1,19,000.00 ", 25 , 25 ," $2,67,218.00 ",25," $1,35,003.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $13,200.00 ",2," $6,600.00 "
02110200,COLUMBIA COLLEGE - HOLLYWOOD,CA,913561411,PRIVATE, 36 , 37 ," $1,55,097.00 ",37," $64,011.00 ", 41 , 47 ," $1,94,098.00 ",47," $79,822.00 ", 5 , 7 ," $72,152.00 ",8," $27,443.00 ", -   , -   , $-   ,0, $-   
02110800,CALIFORNIA COLLEGE SAN DIEGO,CA,921083821,PROPRIETARY, 272 , 273 ," $10,63,616.00 ",274," $5,38,405.00 ", 272 , 272 ," $15,26,004.00 ",273," $7,67,767.00 ", 3 , 3 ," $28,547.00 ",3," $14,274.00 ", -   , -   , $-   ,0, $-   
02111300,CUYAMACA COLLEGE,CA,920194304,PUBLIC, 41 , 41 ," $1,42,581.00 ",41," $71,292.00 ", 34 , 34 ," $1,37,539.00 ",34," $68,936.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02119100,MISSION COLLEGE,CA,950541897,PUBLIC, 20 , 21 ," $69,500.00 ",21," $19,000.00 ", 8 , 8 ," $26,000.00 ",8," $7,250.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02120600,SAYBROOK UNIVERSITY,CA,941111920,PRIVATE, 248 , 248 ," $20,14,581.00 ",248," $10,24,431.00 ", 247 , 247 ," $28,91,740.00 ",247," $14,57,652.00 ", -   , -   , $-   ,0, $-   , 158 , 165 ," $26,93,207.00 ",172," $13,37,363.00 "
02120900,ITT TECHNICAL INSTITUTE,CA,956706047,PROPRIETARY, 555 , 556 ," $20,25,625.00 ",559," $7,13,346.00 ", 508 , 510 ," $27,91,063.00 ",513," $9,78,353.00 ", 58 , 59 ," $5,95,125.00 ",59," $2,11,452.00 ", -   , -   , $-   ,0, $-   
02128300,INSTITUTE FOR BUSINESS & TECHNOLOGY,CA,950511303,PROPRIETARY, 9 , 9 ," $31,743.00 ",9," $15,750.00 ", 9 , 10 ," $48,546.00 ",10," $23,921.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02138300,PALO ALTO UNIVERSITY,CA,943041337,PRIVATE, 283 , 283 ," $23,49,971.00 ",283," $7,96,169.00 ", 269 , 271 ," $62,38,534.00 ",271," $20,90,343.00 ", -   , -   , $-   ,0, $-   , 167 , 175 ," $39,21,824.00 ",182," $13,74,499.00 "
02147400,CLEVELAND CHIROPRACTIC COLLEGE,CA,900042196,PRIVATE, 134 , 135 ," $9,82,537.00 ",135," $5,07,052.00 ", 129 , 130 ," $26,61,282.00 ",130," $13,82,373.00 ", 2 , 2 ," $35,857.00 ",2," $17,929.00 ", 11 , 11 ," $1,26,403.00 ",12," $73,515.00 "
02161800,MUSICIANS INSTITUTE,CA,900286157,PROPRIETARY, 161 , 162 ," $5,22,130.00 ",174," $2,15,758.00 ", 160 , 162 ," $5,78,391.00 ",173," $2,28,309.00 ", 64 , 64 ," $14,82,917.00 ",67," $5,01,386.00 ", -   , -   , $-   ,0, $-   
02179900,ARGOSY UNIVERSITY,CA,928684844,PROPRIETARY," 4,415 "," 4,439 "," $2,84,42,459.00 ","4,444"," $1,45,83,895.00 "," 4,427 "," 4,768 "," $4,35,08,028.00 ","4,773"," $2,20,59,650.00 ", 10 , 10 ," $94,500.00 ",10," $52,980.00 ", 184 , 190 ," $21,53,191.00 ",191," $11,54,938.00 "
02184900,PALMER COLLEGE OF CHIROPRACTIC WEST,CA,951341617,PRIVATE, 118 , 119 ," $9,78,369.00 ",170," $5,75,455.00 ", 127 , 129 ," $25,50,735.00 ",184," $13,72,419.00 ", -   , -   , $-   ,0, $-   , 42 , 45 ," $2,55,625.00 ",69," $1,77,327.00 "
02187500,HEALD COLLEGE,CA,945208522,PROPRIETARY, 469 , 470 ," $14,63,964.00 ",470," $5,77,107.00 ", 456 , 839 ," $21,63,734.00 ",839," $8,28,595.00 ", 30 , 30 ," $1,93,970.00 ",30," $69,009.00 ", -   , -   , $-   ,0, $-   
02220200,CALIFORNIA CULINARY ACADEMY,CA,941035134,PROPRIETARY, 190 , 190 ," $6,66,754.00 ",191," $3,42,987.00 ", 189 , 189 ," $8,92,200.00 ",193," $4,46,815.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02222000,AMERICAN FILM INSTITUTE CONSERVATORY,CA,900271625,PRIVATE, 120 , 121 ," $9,84,884.00 ",121," $5,26,021.00 ", 117 , 117 ," $12,97,737.00 ",117," $6,77,343.00 ", -   , -   , $-   ,0, $-   , 119 , 122 ," $42,54,472.00 ",131," $23,94,998.00 "
02226000,EAST LOS ANGELES COLLEGE,CA,917546099,PUBLIC, 41 , 41 ," $1,66,297.00 ",41," $84,273.00 ", 31 , 31 ," $1,47,002.00 ",31," $74,471.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02228500,LIFE CHIROPRACTIC COLLEGE WEST,CA,945452800,PRIVATE, 207 , 208 ," $16,79,686.00 ",301," $9,35,218.00 ", 208 , 218 ," $43,53,879.00 ",309," $22,28,171.00 ", -   , -   , $-   ,0, $-   , 35 , 38 ," $1,88,897.00 ",65," $1,14,399.00 "
02231900,GEMOLOGICAL INSTITUTE OF AMERICA,CA,920084602,PRIVATE, 3 , 3 ," $9,090.00 ",3," $4,545.00 ", 3 , 3 ," $11,710.00 ",3," $5,855.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02234300,FASHION CAREERS OF CALIFORNIA COLLEGE,CA,921103555,PROPRIETARY, 18 , 18 ," $56,512.00 ",18," $19,599.00 ", 14 , 14 ," $68,480.00 ",14," $22,996.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02237200,PHILLIPS GRADUATE INSTITUTE,CA,913115541,PRIVATE, 101 , 101 ," $8,43,522.00 ",101," $4,25,049.00 ", 102 , 102 ," $12,79,959.00 ",102," $6,34,887.00 ", -   , -   , $-   ,0, $-   , 30 , 30 ," $4,22,362.00 ",32," $2,27,242.00 "
02241800,AMERICAN CAREER COLLEGE,CA,900046818,PROPRIETARY, 875 , 877 ," $30,92,634.00 ",946," $15,33,394.00 ", 797 , 800 ," $41,41,858.00 ",827," $20,35,396.00 ", 98 , 98 ," $5,36,345.00 ",101," $2,77,164.00 ", -   , -   , $-   ,0, $-   
02267600,INSTITUTE OF TRANSPERSONAL PSYCHOLOGY,CA,943034624,PRIVATE, 229 , 229 ," $18,64,884.00 ",230," $5,78,544.00 ", 233 , 233 ," $28,79,635.00 ",234," $8,81,036.00 ", -   , -   , $-   ,0, $-   , 86 , 88 ," $20,73,706.00 ",88," $6,71,950.00 "
02270600,LIFE PACIFIC COLLEGE,CA,917733298,PRIVATE, 72 , 72 ," $3,21,436.00 ",72," $1,57,375.00 ", 64 , 68 ," $3,01,599.00 ",68," $1,46,726.00 ", 9 , 9 ," $94,700.00 ",9," $52,900.00 ", -   , -   , $-   ,0, $-   
02276800,WESTMINSTER THEOLOGICAL SEMINARY IN CALIFORNIA,CA,920274128,PRIVATE, 55 , 55 ," $4,41,217.00 ",55," $2,16,859.00 ", 29 , 29 ," $2,61,875.00 ",29," $1,28,080.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02277400,SOUTH COAST COLLEGE,CA,928688124,PROPRIETARY, 51 , 52 ," $2,07,087.00 ",52," $66,091.00 ", 57 , 61 ," $3,06,209.00 ",61," $96,409.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02291500,ITT TECHNICAL INSTITUTE,CA,917732933,PROPRIETARY, 259 , 271 ," $10,23,487.00 ",272," $3,79,908.00 ", 242 , 252 ," $11,81,317.00 ",253," $4,45,215.00 ", 36 , 36 ," $3,32,734.00 ",36," $1,19,384.00 ", -   , -   , $-   ,0, $-   
02291600,ITT TECHNICAL INSTITUTE,CA,921232662,PROPRIETARY, 556 , 558 ," $20,17,752.00 ",560," $7,36,649.00 ", 502 , 504 ," $26,32,870.00 ",506," $9,50,309.00 ", 56 , 60 ," $5,29,257.00 ",60," $1,84,102.00 ", -   , -   , $-   ,0, $-   
02298000,DESIGN INSTITUTE OF SAN DIEGO,CA,921212685,PROPRIETARY, 130 , 131 ," $5,80,553.00 ",131," $3,05,443.00 ", 155 , 169 ," $8,25,436.00 ",169," $4,31,330.00 ", 15 , 18 ," $2,03,824.00 ",18," $1,02,727.00 ", -   , -   , $-   ,0, $-   
02304300,PLATT COLLEGE - SAN DIEGO,CA,921153979,PROPRIETARY, 60 , 61 ," $2,46,472.00 ",64," $1,27,986.00 ", 58 , 104 ," $3,10,871.00 ",107," $1,57,761.00 ", 5 , 5 ," $46,462.00 ",5," $28,535.00 ", -   , -   , $-   ,0, $-   
02306300,KAPLAN COLLEGE,CA,953689083,PROPRIETARY, 294 , 295 ," $10,00,036.00 ",344," $4,36,712.00 ", 263 , 267 ," $10,67,052.00 ",307," $4,31,944.00 ", 25 , 25 ," $1,30,661.00 ",27," $58,139.00 ", -   , -   , $-   ,0, $-   
02312400,LA COLLEGE INTERNATIONAL,CA,900101308,PROPRIETARY, 54 , 54 ," $1,80,376.00 ",54," $92,120.00 ", 52 , 52 ," $2,90,734.00 ",52," $1,47,891.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02321800,ITT TECHNICAL INSTITUTE,CA,913423664,PROPRIETARY, 511 , 514 ," $19,32,110.00 ",516," $6,83,620.00 ", 487 , 490 ," $25,56,519.00 ",493," $8,98,148.00 ", 72 , 73 ," $6,52,541.00 ",73," $2,23,920.00 ", -   , -   , $-   ,0, $-   
02321900,ITT TECHNICAL INSTITUTE,CA,928015454,PROPRIETARY, 385 , 386 ," $14,17,241.00 ",388," $5,04,777.00 ", 371 , 373 ," $19,82,979.00 ",375," $7,03,519.00 ", 33 , 33 ," $3,01,020.00 ",33," $1,05,490.00 ", -   , -   , $-   ,0, $-   
02327600,ART INSTITUTE OF CALIFORNIA - SAN DIEGO,CA,921084423,PROPRIETARY," 1,234 "," 1,255 "," $44,50,952.00 ","2,161"," $28,90,800.00 "," 1,236 "," 1,273 "," $56,37,562.00 ","2,216"," $36,58,030.00 ", 242 , 248 ," $38,62,165.00 ",451," $25,01,363.00 ", -   , -   , $-   ,0, $-   
02330500,LAGUNA COLLEGE OF ART AND DESIGN,CA,926511136,PRIVATE, 64 , 65 ," $2,95,081.00 ",65," $1,59,292.00 ", 58 , 63 ," $3,03,319.00 ",63," $1,61,911.00 ", 5 , 5 ," $56,084.00 ",5," $39,584.00 ", 1 , 1 ," $20,000.00 ",1," $10,000.00 "
02343400,BELLUS ACADEMY,CA,920644633,PROPRIETARY, 38 , 38 ," $1,25,947.00 ",38," $61,899.00 ", 28 , 28 ," $1,45,456.00 ",28," $69,899.00 ", 2 , 2 ," $14,433.00 ",2," $7,216.00 ", -   , -   , $-   ,0, $-   
02351900,KAPLAN COLLEGE,CA,958217012,PROPRIETARY, 303 , 303 ," $10,11,818.00 ",353," $4,26,319.00 ", 297 , 310 ," $13,74,382.00 ",357," $5,34,360.00 ", 7 , 8 ," $56,089.00 ",10," $23,078.00 ", -   , -   , $-   ,0, $-   
02358000,THOMAS AQUINAS COLLEGE,CA,930609622,PRIVATE, 106 , 106 ," $4,02,099.00 ",106," $2,01,802.00 ", 35 , 35 ," $1,20,974.00 ",35," $60,489.00 ", 13 , 13 ," $1,93,206.00 ",13," $96,606.00 ", -   , -   , $-   ,0, $-   
02482700,WESTERN UNIVERSITY OF HEALTH SCIENCES,CA,917661854,PRIVATE, 3 , 3 ," $25,500.00 ",3," $12,750.00 ", 2 , 2 ," $49,222.00 ",2," $24,611.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02500000,SAN JOAQUIN COLLEGE OF LAW,CA,936121312,PRIVATE, 86 , 87 ," $7,06,343.00 ",87," $3,56,943.00 ", 81 , 82 ," $9,39,774.00 ",82," $4,63,046.00 ", -   , -   , $-   ,0, $-   , 13 , 14 ," $1,20,437.00 ",14," $62,920.00 "
02518400,NATIONAL HISPANIC UNIVERSITY,CA,951273823,PROPRIETARY, 125 , 126 ," $5,09,922.00 ",134," $2,74,105.00 ", 72 , 72 ," $3,49,950.00 ",78," $1,87,504.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02520400,ADRIANS BEAUTY COLLEGE OF TURLOCK,CA,953805116,PROPRIETARY, 9 , 9 ," $31,730.00 ",9," $15,750.00 ", 7 , 7 ," $42,000.00 ",7," $21,000.00 ", 1 , 1 ," $9,400.00 ",1," $4,700.00 ", -   , -   , $-   ,0, $-   
02539100,KAPLAN COLLEGE,CA,916063231,PROPRIETARY, 183 , 184 ," $6,27,761.00 ",211," $2,85,958.00 ", 202 , 215 ," $8,47,242.00 ",244," $3,47,309.00 ", 7 , 7 ," $53,823.00 ",7," $24,050.00 ", -   , -   , $-   ,0, $-   
02539500,IRVINE VALLEY COLLEGE,CA,926184399,PUBLIC, 36 , 36 ," $1,39,275.00 ",36," $34,945.00 ", 34 , 34 ," $1,77,370.00 ",34," $45,844.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02542300,NATIONAL HOLISTIC INSTITUTE,CA,946082020,PROPRIETARY, 56 , 56 ," $1,93,054.00 ",56," $96,527.00 ", 57 , 57 ," $3,25,016.00 ",57," $1,62,505.00 ", 2 , 2 ," $19,771.00 ",2," $9,886.00 ", -   , -   , $-   ,0, $-   
02546400,MTI BUSINESS COLLEGE,CA,952074349,PROPRIETARY, 14 , 14 ," $49,000.00 ",14," $24,500.00 ", 11 , 11 ," $62,896.00 ",11," $27,243.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02549000,KAPLAN COLLEGE,CA,920837736,PROPRIETARY, 275 , 278 ," $9,25,552.00 ",296," $4,01,829.00 ", 276 , 287 ," $12,21,378.00 ",302," $5,06,879.00 ", 14 , 14 ," $58,193.00 ",14," $23,614.00 ", -   , -   , $-   ,0, $-   
02553500,ASSOCIATED TECHNICAL COLLEGE,CA,921013245,PROPRIETARY, 30 , 30 ," $1,05,000.00 ",30," $54,250.00 ", 6 , 6 ," $23,455.00 ",6," $11,730.00 ", 3 , 3 ," $11,973.00 ",3," $5,988.00 ", -   , -   , $-   ,0, $-   
02553600,DIVERSIFIED LANGUAGE INSTITUTE,CA,900171604,PROPRIETARY, -   , -   , $-   ,0, $-   , 1 , 1 ," $3,500.00 ",1," $1,750.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02559300,UNITED EDUCATION INSTITUTE,CA,902552933,PROPRIETARY," 1,041 "," 1,041 "," $36,13,569.00 ","1,041"," $17,83,134.00 ", 974 ," 1,619 "," $45,62,418.00 ","1,619"," $22,51,381.00 ", 66 , 66 ," $3,35,164.00 ",66," $1,67,108.00 ", -   , -   , $-   ,0, $-   
02559400,INTERCOAST COLLEGES,CA,928681656,PROPRIETARY, 88 , 93 ," $2,36,796.00 ",98," $1,40,355.00 ", 78 , 145 ," $3,46,284.00 ",153," $1,96,688.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02565400,KAPLAN COLLEGE,CA,952076216,PROPRIETARY, 110 , 110 ," $3,56,085.00 ",125," $1,43,752.00 ", 89 , 89 ," $3,15,259.00 ",102," $1,27,887.00 ", 3 , 3 ," $17,896.00 ",3," $4,830.00 ", -   , -   , $-   ,0, $-   
02570300,LOS ANGELES ORT TECHNICAL INSTITUTE,CA,900484904,PRIVATE, 25 , 25 ," $78,676.00 ",26," $40,122.00 ", 19 , 19 ," $49,440.00 ",19," $24,723.00 ", 2 , 2 ," $2,827.00 ",2," $1,414.00 ", -   , -   , $-   ,0, $-   
02577900,SANTA BARBARA BUSINESS COLLEGE,CA,933091664,PROPRIETARY, 29 , 29 ," $1,07,134.00 ",29," $37,686.00 ", 13 , 13 ," $47,614.00 ",13," $15,666.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02578000,SANTA BARBARA BUSINESS COLLEGE,CA,934546943,PROPRIETARY, 4 , 5 ," $10,473.00 ",6," $4,906.00 ", 3 , 3 ," $9,256.00 ",4," $4,446.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
02584200,NEWBRIDGE COLLEGE,CA,927058605,PROPRIETARY, 115 , 115 ," $4,19,821.00 ",122," $2,18,028.00 ", 108 , 110 ," $4,46,118.00 ",119," $2,22,619.00 ", 5 , 5 ," $21,645.00 ",5," $12,113.00 ", -   , -   , $-   ,0, $-   
02593100,HEALD COLLEGE,CA,956785303,PROPRIETARY, 372 , 374 ," $11,65,339.00 ",393," $4,64,425.00 ", 362 , 668 ," $16,24,564.00 ",698," $6,28,793.00 ", 22 , 22 ," $1,25,506.00 ",23," $44,413.00 ", -   , -   , $-   ,0, $-   
02593200,HEALD COLLEGE,CA,950358008,PROPRIETARY, 451 , 453 ," $14,18,998.00 ",473," $5,57,271.00 ", 442 , 774 ," $19,14,693.00 ",803," $7,06,344.00 ", 34 , 35 ," $1,96,810.00 ",35," $67,166.00 ", -   , -   , $-   ,0, $-   
02593300,HEALD COLLEGE,CA,952105667,PROPRIETARY, 559 , 565 ," $17,60,194.00 ",566," $6,94,590.00 ", 544 ," 1,061 "," $23,91,463.00 ","1,065"," $9,14,292.00 ", 21 , 21 ," $94,314.00 ",21," $36,154.00 ", -   , -   , $-   ,0, $-   
02596400,CRIMSON TECHNICAL COLLEGE,CA,903012904,PROPRIETARY, 104 , 104 ," $3,78,297.00 ",107," $1,91,774.00 ", 105 , 149 ," $4,95,864.00 ",152," $2,51,104.00 ", 11 , 11 ," $73,488.00 ",11," $36,747.00 ", -   , -   , $-   ,0, $-   
02597300,SOUTH BAYLO UNIVERSITY,CA,928011701,PRIVATE, 39 , 39 ," $2,96,002.00 ",40," $1,17,280.00 ", 27 , 27 ," $2,03,398.00 ",28," $77,270.00 ", -   , -   , $-   ,0, $-   , 1 , 1 ," $25,000.00 ",1," $6,250.00 "
02602300,CENTRAL COAST COLLEGE,CA,939013301,PROPRIETARY, 15 , 15 ," $50,392.00 ",15," $13,453.00 ", 13 , 13 ," $29,476.00 ",13," $7,813.00 ", 2 , 2 ," $4,735.00 ",2," $1,183.00 ", -   , -   , $-   ,0, $-   
02609000,EMPEROR'S COLLEGE OF TRADITIONAL ORIENTAL MEDICINE,CA,904035609,PROPRIETARY, 39 , 39 ," $2,98,392.00 ",39," $1,08,710.00 ", 38 , 38 ," $4,53,683.00 ",41," $1,57,086.00 ", -   , -   , $-   ,0, $-   , 9 , 9 ," $38,708.00 ",9," $13,406.00 "
02612800,LOS ANGELES RECORDING SCHOOL,CA,900283112,PROPRIETARY, 13 , 13 ," $45,500.00 ",13," $22,750.00 ", 13 , 13 ," $54,000.00 ",13," $27,000.00 ", 17 , 17 ," $4,16,016.00 ",18," $2,09,803.00 ", -   , -   , $-   ,0, $-   
02619300,SAMRA UNIVERSITY OF ORIENTAL MEDICINE,CA,900151019,PRIVATE, 13 , 13 ," $80,613.00 ",13," $32,116.00 ", 9 , 9 ," $64,496.00 ",9," $22,977.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03011300,"CALIFORNIA STATE UNIVERSITY, SAN MARCOS",CA,920960001,PUBLIC, -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   , 2 , 2 ," $22,330.00 ",2," $11,165.00 ", -   , -   , $-   ,0, $-   
03025600,DELL'ARTE INTERNATIONAL SCHOOL OF PHYSICAL THEATRE,CA,955250816,PRIVATE, 1 , 1 ," $8,500.00 ",1," $4,250.00 ", 1 , 1 ," $12,000.00 ",1," $6,000.00 ", -   , -   , $-   ,0, $-   , 2 , 2 ," $26,360.00 ",2," $13,180.00 "
03027700,PACIFIC COLLEGE OF ORIENTAL MEDICINE,CA,921084408,PROPRIETARY, 45 , 45 ," $3,45,490.00 ",46," $2,54,920.00 ", 43 , 43 ," $3,72,773.00 ",44," $2,43,533.00 ", -   , -   , $-   ,0, $-   , 25 , 25 ," $3,40,633.00 ",25," $2,07,164.00 "
03034000,HEALD COLLEGE,CA,939065100,PROPRIETARY, 386 , 387 ," $11,64,371.00 ",402," $4,63,773.00 ", 337 , 549 ," $13,82,462.00 ",571," $5,20,691.00 ", 11 , 11 ," $52,332.00 ",11," $18,452.00 ", -   , -   , $-   ,0, $-   
03035700,LAS POSITAS COLLEGE,CA,945516750,PUBLIC, 32 , 32 ," $1,25,170.00 ",32," $64,250.00 ", 29 , 29 ," $1,46,484.00 ",29," $73,242.00 ", -   , -   , $-   ,0, $-   , -   , -   , $-   ,0, $-   
03039900,FREMONT COLLEGE,CA,907035342,PROPRIETARY, 36 , 36 ," $1,23,834.00 ",37," $44,926.00 ", 35 , 35 ," $1,85,500.00 ",36," $65,835.00 ", 5 , 5 ," $31,230.00 ",6," $11,788.00 ", -   , -   , $-   ,0, $-   
03043900,NEWSCHOOL OF ARCHITECTURE AND DESIGN,CA,921016634,PROPRIETARY, 234 , 235 ," $14,43,313.00 ",325," $6,63,734.00 ", 230 , 232 ," $18,75,604.00 ",315," $8,46,188.00 ", 19 , 20 ," $3,64,574.00 ",25," $1,51,699.00 ", 46 , 49 ," $7,61,529.00 ",70," $3,60,361.00 "
03044500,KAPLAN COLLEGE,CA,914024222,PROPRIETARY, 73 , 73 ," $2,32,155.00 ",81," $91,964.00 ", 69 , 69 ," $2,93,586.00 ",78," $1,16,374.00 ", 7 , 7 ," $32,703.00 ",7," $12,207.00 ", -   , -   , $-   ,0, $-   
03062300,WESTECH COLLEGE,CA,917644988,PROPRIETARY, 155 , 156 ," $5,15,650.00 ",159," $2,63,986.00 ", 148 , 160 ," $7,19,856.00 ",163," $3,67,698.00 ", 4 , 4 ," $19,310.00 ",4," $9,655.00 ", -   , -   , $-   ,0, $-   
03062700,PLATT COLLEGE,CA,918039998,PROPRIETARY, 130 , 130 ," $5,01,207.00 ",181," $2,64,969.00 ", 125 , 128 ," $6,35,750.00 ",176," $3,22,544.00 ", 17 , 17 ," $1,16,833.00 ",26," $65,202.00 ", -   , -   , $-   ,0, $-   
